model,drive conversion,low density growth rate,growth curve,suppressed,suppressed without chasing rate,suppressed with chasing rate,long term chasing rate,equilibrium rate,loss drive rate,short term chasing rate,intermediate chasing rate,duration of chasing,suppressed time,average fertile females
overlapping-generations fecundity,0.82,6,linear,0.3,0,0.3,0.7,0,0,0,0.3,734.45,788.35,1514.941348
overlapping-generations fecundity,0.9,8.5,convex,0.95,0.1,0.85,0.05,0,0,0.1,0.75,254.2222222,290.6,2191.628057
overlapping-generations fecundity,0.84,8.5,linear,0.05,0,0.05,0.95,0,0,0,0.05,922.7,972.05,1421.302707
overlapping-generations fecundity,0.91,7,convex,1,0.25,0.75,0,0,0,0.15,0.6,79.93333333,126.45,3832.249893
overlapping-generations fecundity,0.93,7,convex,1,0.3,0.7,0,0,0,0.15,0.55,111.5,145.4,2709.305435
overlapping-generations fecundity,0.84,8,linear,0.2,0,0.2,0.8,0,0,0,0.2,882.5,934.45,1409.211539
overlapping-generations fecundity,0.92,7,convex,1,0.25,0.75,0,0,0,0.15,0.6,92.26666667,135.95,3191.97872
overlapping-generations fecundity,1,9,convex,1,0.95,0.05,0,0,0,0.05,0,45,71.95,2421.38961
overlapping-generations fecundity,0.82,2.5,convex,0.9,0.6,0.3,0,0,0.1,0.1,0.2,67.125,191.8,2983.4238
overlapping-generations fecundity,0.83,6.5,linear,0.5,0,0.5,0.5,0,0,0,0.5,716.35,771.15,1444.627838
overlapping-generations fecundity,0.81,2.5,convex,0.8,0.5,0.3,0,0,0.2,0.15,0.15,47.1,275.7,4055.742623
overlapping-generations fecundity,0.9,6,convex,1,0.4,0.6,0,0,0,0.15,0.45,115.0833333,139.05,2834.805516
overlapping-generations fecundity,0.9,9,convex,0.95,0.05,0.9,0.05,0,0,0,0.9,362.4736842,405.35,1768.009342
overlapping-generations fecundity,0.99,9,convex,1,0.85,0.15,0,0,0,0.1,0.05,33,74.85,3674.685951
overlapping-generations fecundity,0.9,6.5,convex,1,0.2,0.8,0,0,0,0.15,0.65,129.6875,168.6,2901.985012
overlapping-generations fecundity,0.8,2.5,convex,0.95,0.45,0.5,0,0,0.05,0.3,0.2,72.09090909,156.75,2898.878317
overlapping-generations fecundity,0.82,4.5,convex,0.95,0.05,0.9,0.05,0,0,0,0.9,325.5263158,369.25,2218.270101
overlapping-generations fecundity,0.97,9,convex,1,0.8,0.2,0,0,0,0.15,0.05,37.75,80.05,4373.152406
overlapping-generations fecundity,0.98,9,convex,1,0.85,0.15,0,0,0,0.15,0,41.33333333,77.45,3643.156796
overlapping-generations fecundity,0.89,6,convex,1,0.25,0.75,0,0,0,0.05,0.7,108.6,148.15,3081.471234
overlapping-generations fecundity,0.94,9,convex,1,0.6,0.4,0,0,0,0.15,0.25,92.375,110.6,3412.760091
overlapping-generations fecundity,0.83,7.5,linear,0.05,0,0.05,0.95,0,0,0,0.05,928.05,978.35,1501.511563
overlapping-generations fecundity,0.93,9,convex,1,0.55,0.45,0,0,0,0.25,0.2,74.11111111,106.6,3477.090519
overlapping-generations fecundity,0.88,6,convex,1,0.25,0.75,0,0,0,0.1,0.65,143.4,175.25,2723.988869
overlapping-generations fecundity,0.96,9,convex,1,0.7,0.3,0,0,0,0.15,0.15,68.16666667,92.7,2953.875914
overlapping-generations fecundity,0.87,6,convex,0.95,0.1,0.85,0.05,0,0,0.05,0.8,263.2222222,297.6,1955.353463
overlapping-generations fecundity,0.82,3,convex,0.8,0.4,0.4,0,0,0.2,0.15,0.25,60.33333333,288.6,4182.432964
overlapping-generations fecundity,0.83,5,convex,1,0.15,0.85,0,0,0,0,0.85,341.0588235,355.5,2075.700734
overlapping-generations fecundity,0.9,7,convex,1,0.4,0.6,0,0,0,0.05,0.55,135.8333333,150.4,2799.527833
overlapping-generations fecundity,1,9.5,convex,1,0.9,0.1,0,0,0,0.05,0.05,42.5,72.1,4246.478545
overlapping-generations fecundity,0.89,8.5,convex,0.85,0.1,0.75,0.15,0,0,0.05,0.7,494.3333333,506.05,1507.048359
overlapping-generations fecundity,0.84,9,linear,0.1,0,0.1,0.9,0,0,0,0.1,894.45,944.55,1496.990986
overlapping-generations fecundity,0.88,10,linear,0.6,0,0.6,0.4,0,0,0,0.6,678,733.6,1297.187813
overlapping-generations fecundity,0.82,6.5,linear,0.25,0,0.25,0.75,0,0,0,0.25,861.95,914.6,1481.805744
overlapping-generations fecundity,0.81,3,convex,0.95,0.25,0.7,0,0,0.05,0.1,0.6,82.4,176.75,4027.960061
overlapping-generations fecundity,0.89,6.5,convex,1,0.2,0.8,0,0,0,0,0.8,150.5625,186.25,3383.345368
overlapping-generations fecundity,0.81,7.5,linear,0,0,0,1,0,0,0,0,950.6,nan,1569.553871
overlapping-generations fecundity,0.95,9,convex,1,0.45,0.55,0,0,0,0.1,0.45,98,121.1,3478.115563
overlapping-generations fecundity,0.82,7.5,linear,0.1,0,0.1,0.9,0,0,0,0.1,899.25,950.75,1479.56134
overlapping-generations fecundity,0.83,8,linear,0.05,0,0.05,0.95,0,0,0,0.05,941.3,991.8,1466.278566
overlapping-generations fecundity,0.88,7.5,convex,0.95,0.05,0.9,0.05,0,0,0,0.9,487.8421053,523.65,1540.700709
overlapping-generations fecundity,0.81,6,linear,0.1,0,0.1,0.9,0,0,0,0.1,878.4,929.95,1468.60181
overlapping-generations fecundity,0.84,5.5,convex,0.75,0,0.75,0.25,0,0,0,0.75,496.65,552.3,1765.872065
overlapping-generations fecundity,0.83,7,linear,0.15,0,0.15,0.85,0,0,0,0.15,892.45,943.9,1394.996925
overlapping-generations fecundity,0.99,9.5,convex,1,1,0,0,0,0,0,0,nan,72.05,nan
overlapping-generations fecundity,0.8,3,convex,1,0.5,0.5,0,0,0,0.15,0.35,129,139.95,3673.517057
overlapping-generations fecundity,0.81,4.5,convex,0.85,0.05,0.8,0.15,0,0,0,0.8,457.2105263,493.6,1868.325718
overlapping-generations fecundity,1,10,convex,1,0.95,0.05,0,0,0,0.05,0,41,70.9,5093.486111
overlapping-generations fecundity,0.88,6.5,convex,0.95,0.1,0.85,0.05,0,0,0.2,0.65,269.3333333,305.35,1886.768804
overlapping-generations fecundity,0.99,10,convex,1,0.75,0.25,0,0,0,0.1,0.15,69,86.6,3084.017886
overlapping-generations fecundity,0.98,10,convex,1,0.85,0.15,0,0,0,0.15,0,31,76.15,5702.931226
overlapping-generations fecundity,0.8,7.5,linear,0,0,0,1,0,0,0,0,951.1,nan,1650.114215
overlapping-generations fecundity,0.83,5.5,convex,0.8,0.05,0.75,0.2,0,0,0,0.75,401.4210526,439.9,1930.529555
overlapping-generations fecundity,0.92,9,convex,1,0.3,0.7,0,0,0,0.05,0.65,181.5714286,195.2,2549.337358
overlapping-generations fecundity,0.98,9.5,convex,1,0.8,0.2,0,0,0,0.1,0.1,85.5,88.9,2256.182565
overlapping-generations fecundity,0.87,7.5,convex,0.8,0.05,0.75,0.2,0,0,0,0.75,480.2105263,515.25,1648.448302
overlapping-generations fecundity,0.88,8,convex,0.9,0,0.9,0.1,0,0,0,0.9,503.8,563.5,1558.515477
overlapping-generations fecundity,0.8,8,linear,0,0,0,1,0,0,0,0,951.6,nan,1713.350969
overlapping-generations fecundity,0.88,7,convex,1,0.15,0.85,0,0,0,0.05,0.8,286.7058824,308.4,1849.733639
overlapping-generations fecundity,0.89,7,convex,1,0.25,0.75,0,0,0,0,0.75,274.1333333,270.6,2047.737765
overlapping-generations fecundity,0.97,9.5,convex,1,0.8,0.2,0,0,0,0,0.2,77.5,88.75,3677.635194
overlapping-generations fecundity,0.82,8,linear,0,0,0,1,0,0,0,0,951.3,nan,1524.724166
overlapping-generations fecundity,0.95,9.5,convex,1,0.6,0.4,0,0,0,0.1,0.3,74.375,101.6,3644.897022
overlapping-generations fecundity,0.97,10,convex,1,0.75,0.25,0,0,0,0.05,0.2,63.4,87.75,3744.672533
overlapping-generations fecundity,0.96,9.5,convex,1,0.55,0.45,0,0,0,0.15,0.3,75,104.7,3529.103252
overlapping-generations fecundity,0.87,9.5,linear,0.3,0,0.3,0.7,0,0,0,0.3,768.5,822.45,1337.699023
overlapping-generations fecundity,0.91,9,convex,1,0.15,0.85,0,0,0,0,0.85,269.7647059,295,1904.652835
overlapping-generations fecundity,0.8,6,linear,0.05,0,0.05,0.95,0,0,0,0.05,947,998.45,1472.061033
overlapping-generations fecundity,0.82,5,convex,0.7,0.1,0.6,0.3,0,0,0,0.6,558.4444444,562.35,1703.515514
overlapping-generations fecundity,0.96,10,convex,1,0.65,0.35,0,0,0,0.1,0.25,82,100.5,3373.346948
overlapping-generations fecundity,0.94,9.5,convex,1,0.4,0.6,0,0,0,0.15,0.45,89.08333333,122.15,3160.164521
overlapping-generations fecundity,0.94,10,convex,1,0.55,0.45,0,0,0,0,0.45,119,125.75,3042.768077
overlapping-generations fecundity,0.95,10,convex,1,0.55,0.45,0,0,0,0.2,0.25,61.22222222,99.15,3987.824185
overlapping-generations fecundity,0.83,8.5,linear,0,0,0,1,0,0,0,0,951.25,nan,1498.000935
overlapping-generations fecundity,0.87,6.5,convex,0.85,0.05,0.8,0.15,0,0,0,0.8,452.4210526,489.2,1671.422802
overlapping-generations fecundity,0.87,10,linear,0.35,0,0.35,0.65,0,0,0,0.35,799.35,852.65,1344.751536
overlapping-generations fecundity,0.81,6.5,linear,0,0,0,1,0,0,0,0,950.1,nan,1454.302147
overlapping-generations fecundity,0.82,7,linear,0.05,0,0.05,0.95,0,0,0,0.05,926.8,977.65,1469.379645
overlapping-generations fecundity,0.89,9,convex,0.7,0,0.7,0.3,0,0,0,0.7,540.65,598.2,1495.967531
overlapping-generations fecundity,0.86,6,convex,1,0.05,0.95,0,0,0,0.05,0.9,329.2631579,374.2,1830.04086
overlapping-generations fecundity,0.93,9.5,convex,1,0.3,0.7,0,0,0,0.1,0.6,110.4285714,145.4,3058.160276
overlapping-generations fecundity,0.93,10,convex,1,0.4,0.6,0,0,0,0.1,0.5,166.75,172.7,2375.332724
overlapping-generations fecundity,0.82,8.5,linear,0,0,0,1,0,0,0,0,950.75,nan,1599.754263
overlapping-generations fecundity,0.81,7,linear,0,0,0,1,0,0,0,0,951.6,nan,1520.323587
overlapping-generations fecundity,0.8,4.5,convex,0.65,0,0.65,0.35,0,0,0,0.65,586.35,642.95,1837.066271
overlapping-generations fecundity,0.88,9,convex,0.5,0,0.5,0.5,0,0,0,0.5,669.55,724.25,1488.22205
overlapping-generations fecundity,0.81,8,linear,0,0,0,1,0,0,0,0,950.5,nan,1601.124723
overlapping-generations fecundity,0.83,9,linear,0,0,0,1,0,0,0,0,950.6,nan,1548.114211
overlapping-generations fecundity,0.86,9.5,linear,0.25,0,0.25,0.75,0,0,0,0.25,817.4,869.75,1375.214855
overlapping-generations fecundity,0.92,9.5,convex,1,0.4,0.6,0,0,0,0.2,0.4,168.5833333,175.9,2209.201207
overlapping-generations fecundity,0.87,7,convex,0.75,0,0.75,0.25,0,0,0,0.75,467,523.9,1564.251179
overlapping-generations fecundity,0.86,6.5,convex,0.9,0.05,0.85,0.1,0,0,0.1,0.75,494.2631579,532.95,1577.946188
overlapping-generations fecundity,0.8,6.5,linear,0,0,0,1,0,0,0,0,950.85,nan,1548.854844
overlapping-generations fecundity,0.92,10,convex,1,0.15,0.85,0,0,0,0.05,0.8,177.4117647,216.5,2330.459158
overlapping-generations fecundity,0.85,6,convex,0.9,0.05,0.85,0.1,0,0,0,0.85,321.1578947,364.85,2111.46379
overlapping-generations fecundity,0.81,5,convex,0.5,0,0.5,0.5,0,0,0,0.5,641.2,696.45,1663.578649
overlapping-generations fecundity,0.82,9,linear,0,0,0,1,0,0,0,0,951.2,nan,1660.50689
overlapping-generations fecundity,0.81,8.5,linear,0,0,0,1,0,0,0,0,950.2,nan,1665.62917
overlapping-generations fecundity,0.87,8,convex,0.5,0,0.5,0.5,0,0,0,0.5,673.2,728.05,1551.534041
overlapping-generations fecundity,0.88,8.5,convex,0.7,0,0.7,0.3,0,0,0,0.7,644.85,701.6,1515.863117
overlapping-generations fecundity,0.85,9.5,linear,0.15,0,0.15,0.85,0,0,0,0.15,872.45,923.55,1432.197586
overlapping-generations fecundity,0.8,7,linear,0,0,0,1,0,0,0,0,950.7,nan,1594.071523
overlapping-generations fecundity,0.91,9.5,convex,1,0.2,0.8,0,0,0,0,0.8,289.25,297.75,1935.993119
overlapping-generations fecundity,0.86,7.5,convex,0.45,0.05,0.4,0.55,0,0,0,0.4,772.6842105,791.45,1447.961831
overlapping-generations fecundity,0.81,9,linear,0,0,0,1,0,0,0,0,950.7,nan,1759.034616
overlapping-generations fecundity,0.9,9.5,convex,0.95,0.1,0.85,0.05,0,0,0.1,0.75,326.1111111,356.45,1822.665278
overlapping-generations fecundity,0.91,10,convex,1,0.1,0.9,0,0,0,0.1,0.8,294.3888889,330.1,1747.959072
overlapping-generations fecundity,0.8,8.5,linear,0,0,0,1,0,0,0,0,951.2,nan,1794.288038
overlapping-generations fecundity,0.87,8.5,convex,0.45,0,0.45,0.55,0,0,0,0.45,720.25,774.45,1475.514704
overlapping-generations fecundity,0.84,6,convex,0.55,0.1,0.45,0.45,0,0,0,0.45,716.6111111,705.15,1574.735596
overlapping-generations fecundity,0.8,9,linear,0,0,0,1,0,0,0,0,951.7,nan,1868.052682
overlapping-generations fecundity,0.86,7,convex,0.5,0,0.5,0.5,0,0,0,0.5,697.15,753.05,1460.77648
overlapping-generations fecundity,0.86,10,linear,0.05,0,0.05,0.95,0,0,0,0.05,916.2,966.6,1385.172269
overlapping-generations fecundity,0.82,5.5,convex,0.25,0,0.25,0.75,0,0,0,0.25,836.2,888.6,1614.11119
overlapping-generations fecundity,0.8,5,convex,0.45,0,0.45,0.55,0,0,0,0.45,725.4,779.15,1739.583544
overlapping-generations fecundity,0.85,6.5,convex,0.55,0,0.55,0.45,0,0,0,0.55,663.25,717.15,1574.196031
overlapping-generations fecundity,0.9,10,convex,0.85,0.15,0.7,0.15,0,0,0,0.7,448.9411765,447.35,1538.348705
overlapping-generations fecundity,0.86,8,convex,0.15,0,0.15,0.85,0,0,0,0.15,877.95,928.7,1509.159659
overlapping-generations fecundity,0.85,7.5,convex,0.3,0,0.3,0.7,0,0,0,0.3,814.55,867.2,1531.736749
overlapping-generations fecundity,0.85,10,linear,0,0,0,1,0,0,0,0,951.5,nan,1481.907142
overlapping-generations fecundity,0.85,7,convex,0.3,0,0.3,0.7,0,0,0,0.3,791.15,844.5,1522.589503
overlapping-generations fecundity,0.84,6.5,convex,0.5,0,0.5,0.5,0,0,0,0.5,662.55,717.65,1632.265732
overlapping-generations fecundity,0.81,5.5,convex,0,0,0,1,0,0,0,0,951.55,nan,1673.435465
overlapping-generations fecundity,0.84,9.5,linear,0.05,0,0.05,0.95,0,0,0,0.05,949.2,998.95,1521.563367
overlapping-generations fecundity,0.84,10,linear,0,0,0,1,0,0,0,0,951.95,nan,1574.505948
overlapping-generations fecundity,0.83,6,convex,0.15,0,0.15,0.85,0,0,0,0.15,861.05,912.3,1590.922952
overlapping-generations fecundity,0.86,8.5,convex,0.35,0,0.35,0.65,0,0,0,0.35,809.95,863.55,1518.255339
overlapping-generations fecundity,0.89,9.5,convex,0.65,0.05,0.6,0.35,0,0,0,0.6,559.7894737,589.15,1616.289409
overlapping-generations fecundity,0.89,10,convex,0.65,0,0.65,0.35,0,0,0,0.65,577.25,634.75,1565.041397
overlapping-generations fecundity,0.85,8,convex,0.2,0,0.2,0.8,0,0,0,0.2,842.8,893.4,1637.669782
overlapping-generations fecundity,0.8,5.5,convex,0.05,0,0.05,0.95,0,0,0,0.05,939.3,989.6,1712.840601
overlapping-generations fecundity,0.83,9.5,linear,0,0,0,1,0,0,0,0,950.85,nan,1595.916228
overlapping-generations fecundity,0.84,7.5,convex,0.05,0,0.05,0.95,0,0,0,0.05,917.8,968.25,1639.330905
overlapping-generations fecundity,0.83,10,linear,0,0,0,1,0,0,0,0,951.3,nan,1650.310527
overlapping-generations fecundity,0.87,9,convex,0.1,0,0.1,0.9,0,0,0,0.1,904.05,954.75,1467.837359
overlapping-generations fecundity,0.82,9.5,linear,0,0,0,1,0,0,0,0,950.65,nan,1673.670639
overlapping-generations fecundity,0.82,6,convex,0.3,0,0.3,0.7,0,0,0,0.3,854.95,906.55,1712.744305
overlapping-generations fecundity,0.84,7,convex,0.05,0,0.05,0.95,0,0,0,0.05,907.6,957.95,1534.848047
overlapping-generations fecundity,0.86,9,convex,0.05,0,0.05,0.95,0,0,0.05,0,905.45,956.3,1576.263263
overlapping-generations fecundity,0.81,9.5,linear,0,0,0,1,0,0,0,0,951.35,nan,1823.06758
overlapping-generations fecundity,0.83,6.5,convex,0.1,0,0.1,0.9,0,0,0,0.1,923.95,974.7,1602.968371
overlapping-generations fecundity,0.82,10,linear,0,0,0,1,0,0,0,0,951.05,nan,1760.495584
overlapping-generations fecundity,0.83,7.5,convex,0,0,0,1,0,0,0,0,950.8,nan,1700.594991
overlapping-generations fecundity,0.85,8.5,convex,0,0,0,1,0,0,0,0,951.85,nan,1621.316115
overlapping-generations fecundity,0.84,8,convex,0,0,0,1,0,0,0,0,950.35,nan,1651.558798
overlapping-generations fecundity,0.81,7.5,convex,0,0,0,1,0,0,0,0,950.45,nan,1973.604746
overlapping-generations fecundity,0.81,6,convex,0,0,0,1,0,0,0,0,951.4,nan,1737.657282
overlapping-generations fecundity,0.81,10,linear,0,0,0,1,0,0,0,0,951.5,nan,1877.17895
overlapping-generations fecundity,0.88,9.5,convex,0.35,0,0.35,0.65,0,0,0,0.35,788.1,841.9,1484.994775
overlapping-generations fecundity,0.82,6.5,convex,0.05,0,0.05,0.95,0,0,0,0.05,910.65,960.7,1710.52889
overlapping-generations fecundity,0.82,7.5,convex,0,0,0,1,0,0,0,0,951.15,nan,1824.307596
overlapping-generations fecundity,0.8,9.5,linear,0,0,0,1,0,0,0,0,951.25,nan,1944.385124
overlapping-generations fecundity,0.85,9,convex,0,0,0,1,0,0,0,0,951.65,nan,1669.181324
overlapping-generations fecundity,0.84,8.5,convex,0.05,0,0.05,0.95,0,0,0,0.05,921.55,971,1770.683406
overlapping-generations fecundity,0.83,7,convex,0,0,0,1,0,0,0,0,951.4,nan,1657.092763
overlapping-generations fecundity,0.8,6,convex,0,0,0,1,0,0,0,0,951.65,nan,1821.324491
overlapping-generations fecundity,0.83,8,convex,0,0,0,1,0,0,0,0,950.7,nan,1818.988139
overlapping-generations fecundity,0.8,7.5,convex,0,0,0,1,0,0,0,0,952.05,nan,2208.158576
overlapping-generations fecundity,0.8,10,linear,0,0,0,1,0,0,0,0,951.05,nan,2020.291019
overlapping-generations fecundity,0.8,8,convex,0,0,0,1,0,0,0,0,951.3,nan,2275.327102
overlapping-generations fecundity,0.88,10,convex,0.25,0,0.25,0.75,0,0,0,0.25,772.1,825.05,1493.120385
overlapping-generations fecundity,0.81,6.5,convex,0,0,0,1,0,0,0,0,951.45,nan,1783.670474
overlapping-generations fecundity,0.82,8,convex,0,0,0,1,0,0,0,0,952.2,nan,1964.021662
overlapping-generations fecundity,0.84,9,convex,0,0,0,1,0,0,0,0,950.85,nan,1788.883418
overlapping-generations fecundity,0.82,7,convex,0,0,0,1,0,0,0,0,951.85,nan,1778.139419
overlapping-generations fecundity,0.8,6.5,convex,0,0,0,1,0,0,0,0,950.6,nan,1898.080044
overlapping-generations fecundity,0.81,7,convex,0,0,0,1,0,0,0,0,951.1,nan,1913.126074
overlapping-generations fecundity,0.83,8.5,convex,0,0,0,1,0,0,0,0,951.15,nan,1857.983014
overlapping-generations fecundity,0.81,8,convex,0,0,0,1,0,0,0,0,950.6,nan,2095.233072
overlapping-generations fecundity,0.87,9.5,convex,0.15,0.05,0.1,0.85,0,0,0,0.1,903.3157895,912.5,1502.317036
overlapping-generations fecundity,0.8,7,convex,0,0,0,1,0,0,0,0,951.9,nan,2057.568127
overlapping-generations fecundity,0.82,8.5,convex,0,0,0,1,0,0,0,0,951.4,nan,2037.481188
overlapping-generations fecundity,0.87,10,convex,0.15,0,0.15,0.85,0,0,0,0.15,882.3,933.35,1552.825346
overlapping-generations fecundity,0.83,9,convex,0,0,0,1,0,0,0,0,951.45,nan,1977.206946
overlapping-generations fecundity,0.86,9.5,convex,0.1,0,0.1,0.9,0,0,0,0.1,893.1,944.2,1632.805636
overlapping-generations fecundity,0.81,8.5,convex,0,0,0,1,0,0,0,0,952.2,nan,2225.294804
overlapping-generations fecundity,0.82,9,convex,0,0,0,1,0,0,0,0,951.75,nan,2105.163221
overlapping-generations fecundity,0.8,8.5,convex,0,0,0,1,0,0,0,0,951.7,nan,2403.079939
overlapping-generations fecundity,0.81,9,convex,0,0,0,1,0,0,0,0,951.9,nan,2328.884303
overlapping-generations fecundity,0.85,9.5,convex,0,0,0,1,0,0,0,0,950.9,nan,1722.6033
overlapping-generations fecundity,0.86,10,convex,0,0,0,1,0,0,0,0,951.15,nan,1635.141343
overlapping-generations fecundity,0.8,9,convex,0,0,0,1,0,0,0,0,951.5,nan,2514.283014
overlapping-generations fecundity,0.85,10,convex,0,0,0,1,0,0,0,0,951.05,nan,1785.160317
overlapping-generations fecundity,0.84,9.5,convex,0,0,0,1,0,0,0,0,951.8,nan,1882.552758
overlapping-generations fecundity,0.84,10,convex,0,0,0,1,0,0,0,0,951.85,nan,1946.373124
overlapping-generations fecundity,0.83,9.5,convex,0,0,0,1,0,0,0,0,951.6,nan,2024.164537
overlapping-generations fecundity,0.83,10,convex,0,0,0,1,0,0,0,0,952.15,nan,2106.276566
overlapping-generations fecundity,0.82,9.5,convex,0,0,0,1,0,0,0,0,951.45,nan,2183.083602
overlapping-generations fecundity,0.81,9.5,convex,0,0,0,1,0,0,0,0,951.4,nan,2396.280195
overlapping-generations fecundity,0.82,10,convex,0,0,0,1,0,0,0,0,951.2,nan,2261.953188
overlapping-generations fecundity,0.8,9.5,convex,0,0,0,1,0,0,0,0,951.45,nan,2595.178451
overlapping-generations fecundity,0.81,10,convex,0,0,0,1,0,0,0,0,952,nan,2495.875249
overlapping-generations fecundity,0.8,10,convex,0,0,0,1,0,0,0,0,951.3,nan,2683.39597
overlapping-generations fecundity,0.9,2,linear,0.98,0.955,0.025,0,0,0.02,0.025,0,30,89.975,2959.029836
overlapping-generations fecundity,0.9,2,concave,0.98,0.955,0.025,0,0,0.02,0.02,0.005,31.77777778,89.62,2614.195237
overlapping-generations fecundity,0.9,2,convex,0.965,0.94,0.025,0,0,0.035,0.025,0,26.16666667,104.39,3175.855878
overlapping-generations fecundity,0.9,3,linear,0.99,0.865,0.125,0,0,0.01,0.045,0.08,64.96296296,90.335,2444.570525
overlapping-generations fecundity,0.9,3,concave,0.96,0.81,0.15,0,0,0.04,0.065,0.085,57.5,117.67,2818.413699
overlapping-generations fecundity,0.9,4,linear,0.995,0.75,0.245,0,0,0.005,0.085,0.16,68.76,95.015,2717.995607
overlapping-generations fecundity,0.9,4,concave,0.98,0.71,0.27,0,0,0.02,0.105,0.165,75.40350877,111.86,2572.403533
overlapping-generations fecundity,0.9,6,concave,0.98,0.515,0.465,0,0,0.02,0.09,0.375,106.5979381,139.545,2145.196745
overlapping-generations fecundity,0.9,5,concave,0.995,0.535,0.46,0,0,0.005,0.145,0.315,88.6344086,115.285,2572.157211
overlapping-generations fecundity,0.9,3,convex,0.96,0.835,0.125,0,0,0.04,0.075,0.05,45.58064516,117.39,3453.047646
overlapping-generations fecundity,0.9,7,concave,0.995,0.46,0.535,0,0,0.005,0.115,0.42,125.3796296,140.675,2047.519792
overlapping-generations fecundity,0.9,8,concave,1,0.37,0.63,0,0,0,0.155,0.475,144.9920635,158.57,1944.795868
overlapping-generations fecundity,0.9,5,linear,0.995,0.555,0.44,0,0,0.005,0.125,0.315,88.59090909,114.865,2857.340455
overlapping-generations fecundity,0.9,9,concave,1,0.28,0.72,0,0,0,0.17,0.55,156.2152778,178.725,1898.471175
overlapping-generations fecundity,0.9,6,linear,1,0.505,0.495,0,0,0,0.125,0.37,110.8787879,125.825,2397.875582
overlapping-generations fecundity,0.9,10,concave,0.995,0.245,0.75,0.005,0,0,0.125,0.625,191.1523179,209.92,1741.163364
overlapping-generations fecundity,0.9,4,convex,0.99,0.67,0.32,0,0,0.01,0.07,0.25,84.25757576,109.765,3221.040683
overlapping-generations fecundity,0.9,7,linear,1,0.33,0.67,0,0,0,0.105,0.565,155.1492537,172.355,2024.448854
overlapping-generations fecundity,0.9,5,convex,0.99,0.53,0.46,0,0,0.01,0.13,0.33,87.4787234,121.695,3286.755975
overlapping-generations fecundity,0.9,8,linear,1,0.175,0.825,0,0,0,0.11,0.715,172.4181818,206.925,2098.816352
overlapping-generations fecundity,0.9,9,linear,0.985,0.2,0.785,0.015,0,0,0.075,0.71,248.09375,264.885,1721.895919
overlapping-generations fecundity,0.9,6,convex,1,0.38,0.62,0,0,0,0.08,0.54,130.1370968,150.92,2847.961743
overlapping-generations fecundity,0.9,7,convex,1,0.25,0.75,0,0,0,0.115,0.635,169.18,193.72,2440.596178
overlapping-generations fecundity,0.9,8,convex,0.99,0.17,0.82,0.01,0,0,0.08,0.74,235.8975904,261.115,2089.780284
overlapping-generations fecundity,0.9,10,linear,0.94,0.13,0.81,0.06,0,0,0.04,0.77,362.362069,378.845,1525.721631
overlapping-generations fecundity,0.9,9,convex,0.93,0.08,0.85,0.07,0,0,0.03,0.82,320.8152174,357.18,1809.050735
overlapping-generations fecundity,0.9,10,convex,0.825,0.065,0.76,0.175,0,0,0.03,0.73,468.5721925,499.185,1566.115421
discrete-generation fecundity,0.9,2,concave,0.955,0.93,0.025,0,0,0.045,0.025,0,36.30814615,70.685,1236.488817
discrete-generation fecundity,0.9,3,concave,0.85,0.705,0.145,0,0,0.15,0.125,0.02,66.57226071,177.53,2624.463775
discrete-generation fecundity,0.9,4,concave,0.885,0.63,0.255,0,0,0.115,0.175,0.08,108.7502178,151.11,2321.453933
discrete-generation fecundity,0.9,5,concave,0.94,0.505,0.435,0,0,0.06,0.265,0.17,144.3827571,108.95,2183.692401
discrete-generation fecundity,0.9,6,concave,0.93,0.32,0.61,0.015,0,0.055,0.315,0.295,199.3554331,137.535,2105.038024
discrete-generation fecundity,0.9,7,concave,0.92,0.315,0.605,0.045,0,0.035,0.2,0.405,308.6559263,167.475,1938.063229
discrete-generation fecundity,0.9,8,concave,0.94,0.245,0.695,0.06,0,0,0.165,0.53,345.2405185,162.14,1795.592788
discrete-generation fecundity,0.9,9,concave,0.82,0.205,0.615,0.16,0,0.02,0.165,0.45,408.4747075,266.655,1815.569019
discrete-generation fecundity,0.9,10,concave,0.77,0.18,0.59,0.205,0,0.025,0.125,0.465,497.0631238,332.325,1727.497757
