df_cluster,df_popsize,df_popsize_per_cluster,dv_cluster,dv_popsize,dv_popsize_per_cluster,of_cluser,of_popsize,of_popsize_per_cluster,ov_cluster,ov_popsize,ov_popsize_per_cluster
2,2582,1571,1,2992,7871,1,983,4201,2,7441,3645
2,3369,1122,1,2931,7238,3,1141,3866,2,7505,3494
1,3893,1122,1,3239,6672,2,1280,294,1,7376,3423
2,4554,3249,2,3938,5509,3,1502,276,1,6860,3305
2,4592,4029,2,5101,1408,2,1572,141.5,1,1948,3313
3,5206,4361,3,5874,1408,2,1665,141.5,1,1841,843.5
2,5543,5084,3,6538,3473,2,1734,182,1,1674,843.5
2,6029,1800.666667,3,7312,4427,2,1941,182,1,1548,843.5
2,6120,1800.666667,2,7862,2618,2,2183,255,1,1502,843.5
2,6337,1800.666667,2,8613,2618,2,2335,255,1,1553,1755.5
2,6695,2633.5,2,9142,2914,2,2379,343.5,1,1599,1755.5
2,6575,2633.5,2,8581,2914,3,2492,343.5,1,1692,1858
1,6023,2471.5,1,8806,5807,2,2681,437.5,2,1405,1858
1,5190,2471.5,1,8091,6200,2,2733,437.5,2,1410,1982
1,4591,2044,1,7099,6580,2,2870,537,2,1354,1982
1,3356,2044,2,6106,3498.5,3,3098,537,2,1352,2116.5
1,2524,3448,1,5938,3498.5,2,3364,478.6666667,3,1325,2116.5
2,2277,2735,1,3856,3652,1,3572,478.6666667,1,1343,1516.666667
1,1885,2516,2,4454,3652,2,3836,478.6666667,1,1422,1516.666667
1,1584,2436,1,4688,3567,1,4069,588,1,1544,1516.666667
1,405,1103.5,1,5216,3567,1,4385,588,1,1924,1624.333333
1,255,1103.5,1,6011,2358.666667,1,4388,588,1,2179,1624.333333
1,356,2369,1,7088,2358.666667,1,4528,516.25,1,2579,1624.333333
1,799,2469,1,8363,2358.666667,1,4792,516.25,2,2924,2584
1,1610,1309,1,10082,3383.5,1,5061,516.25,2,3271,2584
1,2722,1309,1,10473,3383.5,1,5319,516.25,1,3676,2718.5
1,3715,1533,1,10512,2405.5,1,5599,589.25,1,4114,2718.5
1,5144,1533,1,10182,2405.5,2,5741,589.25,1,4506,2921.5
1,6123,1689.5,1,9620,2244,2,5869,589.25,1,5111,2921.5
2,7524,1689.5,1,9007,2244,2,5915,589.25,1,5656,5980
2,9021,1965,2,2039,3450,2,5879,654.75,1,6302,2952.5
2,10560,1965,2,1857,4103,2,5890,654.75,2,6817,2952.5
1,12147,1376,1,2630,4541,1,5711,654.75,2,7387,2874.5
2,13488,1376,4,3752,4801,1,5559,654.75,2,7875,2874.5
1,14199,1376,2,4953,2727.5,1,5464,954.3333333,1,8275,1900
1,14645,1981,2,6443,2727.5,1,5383,954.3333333,3,8370,1900
1,14310,1981,3,7869,2999,1,5446,954.3333333,2,8728,1900
1,13878,2216,2,8678,2999,1,5311,1004.333333,2,8918,2704.5
1,13217,2216,2,9214,6789,1,5047,1004.333333,1,8943,2704.5
1,12942,2459,2,9491,3460.5,1,4823,1004.333333,1,8934,5226
1,12236,2459,2,9144,3460.5,2,4646,1050.666667,2,8861,5148
1,3789,2596.5,2,8393,7184,2,4469,1050.666667,2,8803,5060
1,2240,2596.5,2,7402,4287,2,4469,1050.666667,2,8644,4935
1,1466,2840,1,6109,3411,2,4368,1107.333333,2,8547,1388
1,1402,2840,1,5645,1974,2,4192,1107.333333,2,8340,1388
1,1746,5042,1,4855,2339,1,1567,1107.333333,2,8098,2631
1,2042,2245,1,3519,2216,1,1364,1164,1,7981,1224
2,2348,2245,1,4454,1120,1,1281,1164,1,7810,1224
2,2895,2200,4,5238,867.5,1,1304,1164,1,7671,1180
1,3262,2200,2,5861,867.5,1,1443,1243.666667,1,7514,1180
1,3824,3792,2,6347,927.6666667,1,1644,1243.666667,1,7411,2300
1,4066,2909,2,6508,927.6666667,1,1917,1243.666667,1,7359,2267
1,4672,2704,1,6687,927.6666667,1,2237,1983,1,7422,2331
1,4951,2446,2,7156,3986,2,2687,1983,1,7447,2441
1,4744,2426,1,7641,904,1,3177,2031,1,7428,2475
2,4867,1168.5,1,7378,1203,1,3575,2031,1,7429,2489
2,4820,1168.5,1,7032,799,1,3450,2057,1,7302,2516
2,4953,2729,1,7124,799,2,3047,2057,1,7045,2773
2,4894,3224,1,7033,917.5,1,2679,1087.75,1,6844,1522
2,4446,4414,1,1811,917.5,2,2412,1087.75,1,3705,1522
2,3990,5548,1,1568,775,1,2267,1087.75,1,3508,1637
2,3492,7054,1,2149,775,3,2260,1087.75,1,3362,1637
2,3298,4114.5,1,2690,775,2,2193,1462.333333,1,3393,1864
1,2492,4114.5,1,3253,797.25,2,2256,1462.333333,1,3323,1864
1,2581,9539,1,4034,797.25,1,2332,1462.333333,1,3242,2121
1,2602,4857,1,5506,797.25,2,2622,1094.5,1,3056,2121
2,2780,4857,1,6626,797.25,2,3011,1094.5,1,2906,2419.5
1,3273,4791,1,7765,972.75,2,3363,1094.5,1,2771,2419.5
1,3697,4791,1,8869,972.75,2,3955,1094.5,1,2635,2764
1,4673,4346,1,10084,972.75,3,4642,1457,1,2534,2764
1,5591,4346,1,10718,972.75,4,5212,1457,1,2363,6205
3,6086,7191,1,10471,1173.5,2,5654,1457,1,2327,6720
2,7058,5548,1,9738,1173.5,2,6119,1502.666667,2,2402,7043
1,7068,2114.5,1,1271,1173.5,2,6502,1502.666667,2,2624,7313
1,6742,2114.5,1,1711,1173.5,2,6791,1502.666667,2,2886,7475
1,5745,2210,1,2612,1484.75,2,6889,1573.666667,3,3074,7550
1,3123,2210,1,3425,1484.75,2,6971,1573.666667,2,3327,7568
1,1614,4957,1,4078,1484.75,3,6836,1573.666667,3,3545,7436
1,1512,2405,1,4709,1484.75,2,6500,2512.5,2,3735,6793
1,1514,2405,1,5593,2570.666667,1,6199,2512.5,2,3918,5593
1,2150,2355.5,1,6472,2570.666667,1,5993,2720.5,2,4104,5007
3,2586,2355.5,1,7158,2570.666667,1,5635,2720.5,2,4159,4995
3,3040,2497.5,1,7889,4494,1,5330,5656,1,4319,4933
3,3521,2497.5,1,8325,4494,1,4914,2923.5,1,4440,4153
3,3569,1416,1,8935,9441,1,4517,2923.5,1,4687,3966
2,3738,1416,1,9257,9791,1,4106,2998.5,1,4732,3784
2,3912,1416,1,9575,10410,1,3742,2998.5,1,4971,3689
1,3335,2409.5,1,9409,9726,1,3524,3143,2,5085,1916.5
1,4020,2409.5,1,9298,9631,1,3276,3143,4,5234,1916.5
1,4131,2371.5,1,4027,9582,1,2986,3210.5,2,5478,1974.5
1,4743,2371.5,1,4131,9034,1,2783,3210.5,2,5565,1974.5
1,5166,2334,1,4929,2605,2,2565,3212.5,1,5520,4172
1,5233,2334,1,5868,2442,1,2441,3212.5,1,5581,4261
1,5247,2467.5,1,6819,2700,2,2431,6476,2,5498,4439
2,5595,2467.5,1,7416,2434,2,2458,6801,3,5485,4532
1,5423,2213.5,1,8330,1260.5,2,2483,6873,3,5299,4498
2,5312,2213.5,1,7966,1260.5,2,2560,6936,2,5097,4171
2,5473,2099,2,7388,3033,2,2670,6837,2,4809,3968
1,5238,2099,1,6736,3957,3,2734,6707,2,4567,3838
1,4766,2296.5,1,3981,4731,3,2819,6412,2,4357,3658
1,4187,2296.5,1,3574,5188,2,3086,1080,2,4199,3712
1,3552,1499,1,3239,5547,1,3223,588.5,2,4088,3868
1,3256,1499,1,3270,5496,1,3403,588.5,2,3892,3945
1,2457,1499,1,3432,5099,3,3448,404.6666667,2,3596,4145
2,2955,1687,3,3881,5402,2,3485,404.6666667,2,3508,4238
3,3374,1706,2,4215,5611,2,3468,404.6666667,2,3497,2196.5
3,4338,2431,2,5233,5582,2,3449,610.5,2,3721,2196.5
3,5002,1769,2,6271,5846,2,3398,610.5,2,3978,4518
3,6257,1769,2,6661,5957,2,3420,1223,2,4318,4510
3,6946,1925,2,7394,5501,2,3498,1231,2,4619,4558
3,7371,1925,1,8056,4960,3,3696,1231,2,4859,4648
3,6806,2362,1,9033,4716,2,3907,656.5,2,5065,4722
4,6825,2362,1,9691,2716,2,4094,656.5,1,5191,4607
3,6406,1734,1,9318,2942,2,4304,1386,1,5486,4532
2,6382,1734,1,9023,2897,1,4426,1383,1,5673,4368
3,6233,1734,1,2053,2671,1,4559,720,1,5744,4242
2,6076,2995.5,1,1882,2344,1,4734,720,1,5795,4123
1,5437,2995.5,1,2147,2137,1,4656,746,1,5767,3960
1,4984,6195,1,2893,2527,1,4675,746,1,5597,1802
1,3395,5142,1,3517,3441,1,4650,770,2,5678,1537
1,2871,4626,1,3949,4456,1,4646,770,1,5709,1469
1,1728,4183,2,4276,5692,1,4588,787,2,5602,1474
1,1423,4209,3,4750,3577,1,4316,787,2,5665,1695
2,1211,1845,3,5251,3577,1,4150,753,2,5640,2025
2,1269,1845,2,5650,3918.5,1,3168,753,1,5733,2450
2,1548,2885,2,6509,3918.5,3,3141,755.5,1,5700,2916
1,1804,1293,1,7717,2789,2,3172,755.5,1,5662,3549
1,2102,1293,1,8465,2789,1,3222,518.3333333,2,5542,4290
1,2283,923,1,8879,2789,3,3241,518.3333333,2,5357,5139
1,2369,923,1,9016,4207.5,3,3322,518.3333333,2,5079,5953
2,2430,1554,1,8317,4207.5,3,3456,554.3333333,2,5013,6742
2,2365,711,1,7364,4297,3,3654,554.3333333,2,5035,3879
3,2992,711,1,5243,4297,2,3866,554.3333333,2,5167,3879
3,3496,855,1,6226,4297,1,4006,600.6666667,2,5353,4324.5
2,4109,855,1,7719,4297,1,4201,600.6666667,2,5446,4324.5
2,4819,913.5,1,8515,4080.5,1,4318,600.6666667,1,5515,4823.5
2,5351,913.5,1,8905,4080.5,1,4330,658.3333333,1,5567,4823.5
2,5663,1977,2,8729,7054,1,4436,658.3333333,2,5701,5245
2,6557,606.6666667,1,8659,6188,1,4578,658.3333333,2,5894,5245
2,7092,606.6666667,1,8489,5726,1,4541,529.25,1,6020,5531.5
2,6565,606.6666667,1,8036,5094,1,2993,529.25,1,6161,5531.5
1,5988,871,1,7630,3819,1,2868,529.25,1,6130,5902
1,4961,871,1,7494,3619,1,2815,529.25,1,6078,5902
1,4669,834.5,1,7728,3648,1,2977,577.5,1,6089,6167.5
2,3553,834.5,1,7177,1714.5,1,3047,577.5,1,6211,6167.5
1,3217,957.5,1,6565,1714.5,1,3154,577.5,1,6463,12624
2,3377,957.5,1,6251,1761,1,3317,577.5,1,6668,12759
1,4374,1790,1,5866,1761,1,3441,861,1,6697,657
1,5813,775.5,1,2921,3695,1,3646,861,1,6731,656
1,6310,775.5,1,2793,3489,1,3726,861,1,6040,695
1,7155,662.5,1,3048,2818,1,3863,711.25,1,5857,390
1,7536,662.5,2,3284,2873,1,3991,711.25,1,5892,390
1,7827,1480,2,3535,3038,1,4156,711.25,1,5555,474
2,7776,633,1,3655,3652,1,4199,711.25,1,1854,474
2,7661,633,2,4124,4366,1,4051,1083,1,1872,571
2,7620,889.5,1,4004,4844,1,3833,1083,1,1922,571
1,7904,889.5,2,3773,5444,1,3671,1083,1,2012,707.5
1,7317,1067.5,3,3802,5754,1,3594,1851.5,1,2218,707.5
2,7332,1067.5,2,4017,5712,1,3449,1851.5,1,2520,854
1,6076,1566,2,4457,5897,1,3309,2126,1,2760,854
2,6019,1566,2,4923,6070,1,2166,2126,1,3090,1015.5
1,5827,1853.5,2,5595,5449,3,2034,2411,1,3506,1015.5
1,5542,1853.5,2,6711,5014,3,1896,2411,1,3846,2303
2,4211,2365,1,7073,4742,2,1923,5536,2,4078,2623
1,3455,2365,1,6842,4538,2,2039,6320,2,4349,2995
2,2816,2747.5,2,6749,4086,1,2264,6882,2,4588,1777.5
1,2642,2747.5,1,2912,4073,3,2448,7270,2,4774,1777.5
1,2600,1992.666667,1,3015,4554,3,2677,7640,2,5008,2026
1,1220,1992.666667,3,3372,5167,2,3036,7892,2,5150,2026
1,1459,1992.666667,1,4294,5606,1,3429,8058,2,5354,2272
1,1631,2213.333333,1,5137,6072,2,4134,8215,2,5489,2272
1,1600,2213.333333,2,6263,6166,2,4587,8331,2,5350,5025
1,2038,2213.333333,2,7422,2994.5,3,4868,8411,1,5390,2769.5
1,2392,2943.5,3,7622,2994.5,3,5199,8428,1,5320,2769.5
1,2434,2943.5,2,7533,6266,4,5525,8441,2,5156,3117
1,2486,2774.5,3,6826,6522,4,5844,8287,2,5186,3117
2,2393,2774.5,2,6298,6670,2,6035,8239,2,5136,3377.5
2,2580,4445,1,6361,6516,3,6303,8302,2,5199,3377.5
2,2770,4524,1,5809,6112,1,6674,8256,2,5191,3637
3,3853,4876,2,3935,6076,2,6895,8130,2,5226,3637
2,5042,2328.5,2,4201,2868,2,7274,7970,2,5320,2609
1,6211,2328.5,1,4511,2868,1,7489,7758,2,5325,2609
1,7601,2081,1,5094,5299,1,7515,7597,2,5316,2609
2,9044,2081,2,5201,2036,1,7387,7367,1,5404,2725.666667
3,9710,2126,1,5826,1793,1,7340,2683,1,5420,2725.666667
2,11103,2126,1,6027,2041,1,7094,2392,1,5517,2725.666667
1,12537,4231,2,5977,2703,1,6838,2224,1,5539,8658
1,13095,4296,1,6346,3334,1,6402,1883,1,5530,8949
1,13231,5010,1,569,4356,1,6044,594.5,1,5583,9328
1,13055,2578,1,1330,5634,1,5816,594.5,3,5847,3287
1,11634,2578,1,2537,6460,1,5677,562.5,1,5890,3287
1,6155,5968,1,3890,7152,1,5503,562.5,1,5796,3287
1,5048,3534,1,5452,3674,1,5223,513.5,1,5510,5047.5
1,3841,3534,1,7090,3674,2,4079,513.5,1,5128,5047.5
1,2702,7110,1,8584,1736,1,3777,1018,1,4040,10505
1,2202,6992,1,10334,1736,2,3327,1218,2,3903,10863
1,1579,6192,1,12069,1736,1,3035,1537,1,4006,10972
1,1702,5975,1,13923,1736,1,2747,1814,1,4125,11109
1,1695,5468,1,15653,3404,1,2556,2118,1,4262,11140
1,2228,4935,1,16883,3404,1,2424,2436,1,4558,11185
1,1981,4267,1,17571,3367,1,2226,2829,1,4771,10954
2,2246,1797,1,17551,4036,1,2029,1572,1,4885,4449
3,2364,1797,1,17672,4586,1,1783,1572,1,5096,2295
3,2832,3516,1,17030,5490,1,1647,3461,1,5302,2295
2,3943,2792,1,16827,2865.5,1,1589,3691,1,5550,2844
2,5134,1684,1,3673,2865.5,1,1427,3809,1,5778,2678
2,6660,1938,1,3345,6003,2,1505,3917,1,5998,2549
2,8145,1826,1,2917,3045,1,1622,4047,1,6110,2544
2,8473,1975,1,3213,3045,2,1846,2136.5,1,6349,2616
2,8076,1052,2,3160,6389,2,2090,2136.5,1,6522,2698
2,8229,1052,1,3553,6241,2,2632,2269,1,6525,2931
2,7607,2494,1,3471,2082,2,3249,2269,1,6557,2984
3,7430,1390,1,734,2082,3,3952,2463,1,3632,3037
1,6705,1390,1,1354,2082,2,4747,2463,2,3548,3046
1,5742,1646,2,2476,4559,1,5482,2665.5,2,3391,3026
1,2123,1646,1,4096,4014,1,6257,2665.5,1,3186,3015
1,1875,4212,2,5991,3952,3,7154,2813.5,1,3099,3066
1,2107,4736,2,7907,3832,2,8061,2813.5,1,3068,3137
1,2524,5195,2,9513,1979.5,2,8908,1959.666667,1,3204,3255
1,2981,5171,2,11123,1979.5,2,9280,1959.666667,2,3425,3374
1,3405,5230,3,11723,3584,2,9724,1959.666667,1,3756,3533
2,3805,4996,2,12045,3067,2,9938,5973,1,4123,3708
2,3603,5354,1,12245,3461,2,9986,5703,1,4541,3764
4,4488,3507,1,11862,2172,1,9819,5658,1,4835,3654
3,4161,3152,1,10917,2172,1,9373,5649,1,5026,3615
2,4233,3294,1,1355,2631,1,9009,5639,1,5153,3493
2,4140,2879,1,1273,2631,1,8657,5718,1,5316,3433
1,3461,2707,2,1388,5831,1,8225,5689,1,5235,3464
1,2948,2612,2,1522,2132.333333,1,8041,5684,1,5209,3561
1,2294,2245,3,1950,2132.333333,1,7538,5569,2,5089,3528
1,1934,2375,2,3441,2132.333333,1,6295,1847,1,4996,3571
1,2109,2557,2,5552,3264,1,5937,1847,2,4883,3651
1,2299,1436.5,2,8089,3264,1,5434,1847,1,4689,3615
1,1982,1436.5,2,10853,3340,1,5060,2745,1,4466,3598
1,2160,1653.5,4,12434,3340,1,4727,2745,1,4243,3209
1,2489,1653.5,3,13318,3309,1,4326,2706,1,3979,1688
1,2280,1956,2,13501,3309,1,4187,2706,1,3792,1653
1,2246,1956,2,12605,3041,1,3846,5305,1,3543,1506
1,2922,2253.5,2,11262,3041,2,3549,5018,1,3315,892
1,3307,2253.5,1,10109,2939.5,1,3275,2263.5,1,3209,808
1,3667,2617,1,2190,2939.5,1,3143,2263.5,1,3180,913
2,3202,2617,1,1771,2458,1,3236,4004,1,3388,343
1,3212,2942,1,2049,2458,1,3214,1792.5,2,3819,343
1,2972,2942,2,2178,1777.5,1,3195,1792.5,2,4180,343
1,2730,6360,2,2462,1777.5,2,3086,1615.5,2,4520,418
1,2244,6808,2,2960,1379.5,1,3071,1615.5,2,4937,418
1,1743,6546,1,3525,1379.5,1,3126,3066,2,5253,418
2,1326,3096,2,4331,1519,1,3073,2918,2,5499,502.3333333
2,1086,3096,2,4561,1519,1,2856,2669,2,5833,502.3333333
2,1236,6204,1,5166,2108.5,1,2017,2404,1,6106,502.3333333
3,1545,5729,1,5613,2108.5,1,1761,2107,1,6490,577
2,1896,5179,2,5891,6056,1,1612,1934,1,6732,577
3,2319,4640,1,5897,7849,1,1522,1798,1,6762,577
5,2569,4484,1,5842,9148,1,1549,835,1,2499,978
2,2988,4573,1,5914,4830.5,1,1675,835,1,2312,978
3,3898,4466,1,6085,4830.5,1,1717,1631,1,2412,1122.5
1,4673,4187,1,6055,10041,1,1869,825,1,2588,1122.5
1,5715,4507,1,5987,10513,1,2087,825,1,2948,2566
3,5781,4617,1,6316,10789,1,2309,839,2,3508,1489
2,5371,4314,1,6823,10029,1,2454,839,2,4166,1489
2,5212,4615,1,7239,2803,2,2755,885.5,2,4785,1673.5
1,4472,4464,1,6894,3162,2,3072,885.5,3,5513,1673.5
1,4116,3698,2,6729,4316,2,3312,922.5,3,6301,1862
1,3842,3291,2,6011,5633,2,3806,922.5,3,7031,1862
1,3553,1571,1,2429,3176.5,2,4159,625.3333333,2,7879,2003.5
1,3502,1571,1,2604,3176.5,2,4633,625.3333333,2,8607,2003.5
1,3856,2681,1,2680,2371.666667,2,5023,625.3333333,2,9032,2130.5
1,3830,1180.5,1,3231,2371.666667,2,5414,619.6666667,1,9619,2130.5
2,4020,1180.5,2,4197,2371.666667,1,5646,619.6666667,1,9889,1437
2,4009,1144.5,1,4868,2514.666667,1,5906,619.6666667,2,10156,1300
2,4232,1144.5,2,5919,2514.666667,1,6003,611.6666667,1,10234,1264
2,4340,1999,2,6332,2514.666667,1,6179,611.6666667,2,10264,1364
1,4230,2339,1,5970,2506.666667,1,6300,611.6666667,1,10069,1437
1,3906,1588,2,6057,2506.666667,1,6195,939,1,9782,1535
1,3384,1588,1,5842,2506.666667,1,6198,939,1,8562,1660
1,1551,1190.666667,1,5323,7492,1,6248,976.5,1,3650,883
1,1703,1190.666667,2,5467,3928,1,6039,976.5,1,3428,883
1,2299,1190.666667,1,5289,3928,1,5844,1026,1,3155,1944
1,2824,2188.5,1,1430,7792,1,5635,1026,1,2914,2094
2,3165,2188.5,1,1994,4058.5,1,5358,1139,1,2759,1123.5
1,2953,2565,1,2878,4058.5,1,5056,1139,1,2666,1123.5
1,3101,2565,1,4088,7462,1,4608,1215.5,2,2664,1201.5
1,2507,2618.5,1,5521,2295.333333,1,4168,1215.5,1,2700,1201.5
1,2436,2618.5,3,7476,2295.333333,1,3603,1260.5,1,603,887.3333333
1,2000,5429,3,9017,2295.333333,1,3318,1260.5,1,602,887.3333333
1,1883,2928,1,10146,3285,1,3017,1275.5,1,692,887.3333333
1,1686,2928,1,10503,3285,1,2752,1275.5,1,802,1005.666667
1,1525,3081.5,1,11311,3008.5,1,2507,804.6666667,1,909,1005.666667
1,1303,3081.5,3,11045,3008.5,1,1211,804.6666667,1,1048,1005.666667
1,1065,3029.5,2,10396,5597,1,1009,804.6666667,1,1365,1143.333333
1,1289,3029.5,1,1030,5908,2,999,1046,1,1610,1143.333333
1,1661,2112.666667,1,981,6377,2,1031,872,1,1894,1143.333333
2,2100,2112.666667,1,1198,6530,3,1004,768,1,2217,1250.333333
2,2479,2112.666667,2,1676,6537,2,1060,411.5,1,2606,1250.333333
2,2340,3007.5,1,1791,6479,2,1149,411.5,1,3032,1250.333333
3,2330,3007.5,1,2468,2734,2,1224,1006,1,3589,2102
2,2394,2678,1,3163,2734,1,1412,1255,1,4050,2102
2,2581,2678,1,3600,2929.5,1,1677,1542,2,4393,4709
1,3768,5352,1,3836,2929.5,1,2105,910,1,4805,5138
1,4973,4952,1,3753,2871,1,2711,910,2,5128,5694
1,6624,3919,1,4067,2871,1,3241,1073,2,5475,6216
1,7589,3591,1,3814,5631,2,3823,1073,2,5713,6664
2,8850,3818,1,3710,2883.5,2,4444,2369,2,5787,3583
2,8441,3666,1,2462,2883.5,2,4928,2653,2,5965,3583
2,8044,3813,1,2557,6075,2,5633,2793,2,6102,3902
1,7332,3764,1,2951,6229,2,6209,1418,2,6159,3902
1,6093,3929,1,3720,6363,3,6637,1418,2,6247,4087.5
1,5033,4098,1,4354,6697,3,7053,2876,1,6301,4087.5
1,2251,4727,1,5248,6284,3,7513,946,1,6269,4236.5
1,2085,2444.5,1,5969,6535,3,7970,946,1,6241,4236.5
1,1777,2444.5,1,6749,6579,2,8342,946,1,6069,4401
1,1679,2432,1,7704,7017,2,8765,959,1,5945,4401
1,2189,2432,1,8600,7744,2,9086,959,1,5822,8892
1,2894,2302,1,9168,3791.5,1,9330,959,1,5787,8788
1,3818,2302,1,9828,3791.5,1,9334,2688,1,5462,8845
1,4851,3944,2,9341,7869,1,2181,1209.5,1,4946,8652
2,5787,972,2,8833,7884,1,1976,1209.5,1,1500,4287
2,7087,763,3,8016,7722,1,1839,282,1,1431,4287
2,8768,472,1,3077,6095,2,1607,276,2,1402,8607
2,11072,472,1,3234,5309,2,1479,267,1,1481,8391
2,12301,949,1,3084,2547,1,1298,302,3,1517,8216
1,13758,672,1,3382,2547,1,1246,379,2,1572,8074
2,14292,672,1,3965,4879,1,1316,456,3,1664,7904
2,14461,1076,1,4560,2913.5,2,1369,549,3,1800,7716
1,13696,1076,1,5017,2913.5,1,1450,583,4,1933,7294
1,4821,1299,2,5337,3042.5,1,1702,630,2,2104,7110
1,2969,1299,1,5209,3042.5,1,1935,692,3,2206,5834
1,2388,1299,1,4991,6143,1,2233,787,2,2416,5389
2,2451,5672,2,4991,6496,1,2694,825,2,2594,5278
1,3016,7179,1,4455,6559,1,3082,916,1,2794,5188
1,3821,8347,1,1078,6426,1,3306,1226,1,2981,2533.5
2,4019,9701,1,1043,5949,1,3509,1187,1,3173,2533.5
2,4831,10192,1,1294,5662,1,3765,1133,2,3324,4878
2,4811,10406,1,1630,4815,1,4020,1100,2,3573,4763
2,4370,9899,1,1949,2283.5,1,4224,1033,2,3813,4662
2,4469,9349,1,850,2283.5,1,4259,1024,2,3975,4784
2,4724,9111,1,1198,2297,1,4409,1066,1,4287,4811
2,5133,9001,1,1800,2297,1,4518,1133,1,4444,1629.5
1,4910,8651,1,2441,2418.5,1,4689,1275,1,4646,1629.5
1,4601,8414,1,3221,2418.5,1,4626,1412,2,5152,1511.5
1,4133,7985,1,3706,2796.5,1,4343,1500,2,5278,1511.5
1,4242,7703,1,3844,2796.5,1,4077,1611,2,5390,2590
1,4074,7107,2,4115,6254,1,3756,1935,1,5646,2042
1,4702,5115,2,4197,6589,1,3497,2232,2,6040,707.3333333
1,4891,4433,1,4225,7024,1,3262,2621,3,6342,707.3333333
1,4567,4348,1,4462,7042,1,3082,2946,2,6561,707.3333333
1,4426,3924,1,4877,6881,1,2824,3376,2,6842,1072
1,4236,3971,1,5149,7308,1,2676,3797,2,7132,1072
1,3640,3790,1,4949,7091,1,2489,4229,2,7518,2336
1,3256,4122,1,4873,2059,1,2308,4718,3,7937,2589
1,3783,4335,2,4442,1141.5,1,2155,5393,3,8197,2867
1,5011,4422,1,2253,1141.5,2,1890,6025,2,8382,3144
1,6204,4369,1,3216,1111,1,1672,6639,2,8359,3431
1,7202,3777,1,3981,1111,1,164,7285,1,8231,3663
2,8420,3910,1,4375,1433.5,2,164,3910.5,1,7593,3691
3,9178,3613,2,5196,1433.5,2,165,3910.5,1,7509,1897
3,8752,3385,2,5727,1842.5,1,187,4162,1,7397,1897
2,8797,3529,1,6014,1842.5,1,273,4162,1,7309,3870
2,7620,3922,2,6112,2313,1,454,4372,1,7198,1914
1,7050,2266,1,3825,2313,1,658,4372,1,7020,1914
1,6571,2266,1,2265,2656.5,1,996,4512,1,6842,1882.5
1,5730,5338,1,2215,2656.5,1,1453,4512,1,6588,1882.5
1,5074,3158.5,1,2408,1500.5,1,2028,4717,1,6301,3708
1,2860,3158.5,1,2676,1500.5,1,2655,4717,1,2401,782
1,2788,3584.5,1,2652,1500.5,1,3383,4773,1,2130,827
1,2144,3584.5,1,2889,1500.5,1,4234,4773,1,2044,900
1,1972,3979.5,2,2892,2236.666667,1,5251,4688,1,2113,931
1,1710,3979.5,1,2727,2236.666667,1,6335,4688,2,2180,472.5
1,1382,4229.5,1,2265,2236.666667,2,7444,9360,2,2205,472.5
1,1262,4229.5,1,569,7108,2,8510,9188,2,2447,518
1,1626,4425,1,1156,3000.5,2,9876,9019,1,2679,518
1,2314,4425,1,1996,3000.5,3,10946,4444,1,2927,427
2,2888,4536.5,2,2865,2875,2,11847,4444,1,3211,427
2,3855,4536.5,1,3829,3316,2,12466,8955,1,3431,427
3,4111,4465.5,1,4637,1651.5,1,13082,8834,1,3715,833.5
1,3929,4465.5,1,5596,1651.5,1,13574,8765,1,3911,833.5
2,3917,4118.5,2,6268,3925,1,13990,8344,1,4238,1150
2,3944,4118.5,1,1943,4129,1,14173,7896,1,4350,1150
1,3961,7367,1,1656,4397,2,14268,7290,1,4500,1531.5
2,4001,6766,1,2072,2334.5,1,14204,1549,1,4668,1531.5
2,4487,6280,3,3135,2334.5,1,13745,1504,1,4811,1929
2,5315,3781,3,5242,4913,1,13426,736,1,4825,1929
1,3002,1526,2,7395,1172,1,13119,736,1,4964,2394
1,3003,1443,1,10012,1172,1,12792,1505,2,4988,2394
1,3473,1266.5,1,11949,1172,1,12382,1529,3,5034,2912.5
1,3845,1266.5,1,12782,3532,1,6460,1526,1,4651,2912.5
1,3877,1220,1,13117,3790,1,5898,823,1,4359,3409
1,3698,1220,2,12976,4619,1,5518,823,1,4303,3409
1,3931,748.6666667,1,12310,4904,1,5143,927,1,4225,3916
1,4016,748.6666667,2,3374,5924,1,4753,927,1,4120,3916
2,3890,748.6666667,3,3339,3283.5,1,4567,1107,1,3891,4419
2,4172,571.25,1,3242,3283.5,1,4222,1107,1,3629,4419
2,4184,571.25,1,3376,7139,1,4063,1321,1,2343,9900
1,3819,571.25,2,4000,3796.5,1,3939,1321,1,2253,10927
1,3311,571.25,2,4671,3796.5,1,3682,3296,1,2177,11703
1,2902,2199,3,5037,3671,1,3430,4054,1,2115,12174
1,3062,2811,2,5290,3671,1,3172,5015,1,2046,12744
2,2931,4309,2,5532,3634,2,3029,3031.5,1,2027,6423.5
1,2509,5438,2,5503,3634,2,2910,3031.5,2,2071,6423.5
1,2127,7146,2,5748,3546.5,2,2876,2278,1,2203,6396
1,2129,4405,1,5894,3546.5,3,2808,2278,1,2344,6396
1,1583,4405,1,5127,6326,1,2787,2278,2,2597,6213.5
1,1105,3383.333333,1,4839,1993,1,2674,2496,1,2772,6213.5
2,967,3383.333333,2,4400,2705,1,2581,2496,1,2855,12206
2,1116,3383.333333,1,4747,1470,1,2418,2496,2,2916,12149
